,"p3401","p3407","p3408","p3409","p3410","p3411","p3412","p3413","p3414","p3415","p3416","p3417","p3418","p3419","p3420","p3421","p3422","p3501","p3502","p3503","p3504","p3520","p3521","p3522","p3523","p3524","p3526","p3527","p3528","p3529","p3530","p3531","p3532"
"2021Q1",156.69,168.48,192.34,167.4,181.52,163.77,164.02,134.39,139.5,165.69,161.22,172.8,195.03,166.44,172.18,169.29,172.6,216.71,175.74,227.25,200.74,192.45,204.92,291.78,274.03,292.54,266.55,213.64,183.2,197.83,194.93,167.64,161.17
"2021Q2",164.75,175.87,198.87,174.67,191.04,174.36,172.66,143.15,150.1,174.38,168.86,182.41,203.86,174.81,179.29,176.09,180.34,217.18,185.65,236.47,208.92,198.47,210.95,295.79,287.74,297.06,266.97,222.65,189.83,204.1,202.19,174.55,164.91
"2021Q3",168.32,183.47,205.6,181.19,198.01,184.57,183.26,155.73,159.47,179.39,175.53,190,208.94,179.22,183.45,182.1,187.33,220.37,190.91,241.75,214.53,204.73,219.84,300.64,290.47,306.05,267.04,229.14,201.13,216.18,209.95,185.87,175.42
"2021Q4",170.64,188.34,209.15,185.31,203.56,192.52,191.79,162.95,167.76,182.26,178.43,195.11,212.66,180.85,185.97,185.53,192.71,222.35,193.11,244.92,221.22,210.58,228,305.83,296.34,309.04,271.73,234.74,209.86,224.77,217.49,192.52,184.64
"2022Q1",174.79,194.41,216.18,190.58,209.01,199.02,198.98,170.72,176.76,186.88,184.12,199.9,216.8,186.88,190,190.79,198.99,224.72,194.24,247.44,229.47,215.77,234.15,311.97,315.96,312.94,277.03,241.65,226.75,232.87,225.52,202.98,195.12
"2022Q2",180.95,201.32,226.77,197.79,216.55,205.39,208.99,178.97,187.33,194.91,191.33,207.99,222.89,191.07,194.86,198.48,204.7,240.86,198.05,255.51,238.04,222.02,242.76,321.3,326.83,323.05,283.78,248.95,238.96,244.46,233.78,215.69,203.59
"2022Q3",184.56,205.19,230.23,202.74,222.37,207.49,217.51,180.93,194.73,200.37,195.28,214.65,228.87,196.04,199.39,204.1,210.33,249.79,198.33,264.63,243.37,229.08,243.46,324.94,343.12,326.4,299.49,252.75,245.8,246.59,236.28,221,210.44
"2022Q4",175.19,209.93,220.73,203.92,209.66,200.45,219.87,183.14,193.61,202.05,191.53,216.89,232.21,200.85,196.58,203.08,208.8,213.78,186.05,276.42,228.01,227.99,225.62,311.38,351.78,326.57,300.34,246.31,250.76,255.23,217.44,194.8,223.25
"2023Q1",188.24,210.65,229.89,204.78,219.27,205.44,220.33,182.76,197.92,207.49,199.81,218.22,234.76,203.18,203.5,207.2,211.27,246.06,196.74,276.5,245.49,229.59,238.3,321.57,355.26,334.02,295.94,256.03,254.08,245.72,232.73,220.18,217.31
"2023Q2",188.29,209.48,227.18,205.31,216.42,203.57,218.7,181.7,197.18,206.29,200.17,219.78,242.35,208.65,203.16,207.61,211.44,240.47,194.22,273.49,238.45,225.81,244.77,318.8,358.05,332.63,308.26,254.96,252.78,230.28,228.98,212.71,226.51
